particle_id,particle_type,process,vx,vy,vz,vt,px,py,pz,m,q
4503599644147712,11,0,0,0,0,0,-2.90147233,-1.67011213,-1.33298862,0.000510998943,-1
4503599660924928,11,0,0,0,0,0,-2.89261174,-7.32174587,0.807919741,0.000510998943,-1
4503599677702144,11,0,0,0,0,0,5.53287458,-1.88668251,-0.701486766,0.000510998943,-1
4503599694479360,11,0,0,0,0,0,-3.16115141,5.14297104,1.08498919,0.000510998943,-1
4503599711256576,11,0,0,0,0,0,7.14194965,1.66883743,-3.69777727,0.000510998943,-1
4503599728033792,11,0,0,0,0,0,-3.80201364,-2.07969952,2.12505841,0.000510998943,-1
4503599744811008,11,0,0,0,0,0,3.64713264,1.42171144,-1.16848242,0.000510998943,-1
4503599761588224,11,0,0,0,0,0,-1.53779733,0.790145934,0.288873166,0.000510998943,-1
4503599778365440,11,0,0,0,0,0,-3.54408216,6.58286333,1.40443325,0.000510998943,-1
4503599795142656,11,0,0,0,0,0,2.90085459,-5.25091457,0.300117403,0.000510998943,-1
4503599811919872,11,0,0,0,0,0,8.87455177,-4.19788504,-0.735117614,0.000510998943,-1
4503599828697088,11,0,0,0,0,0,-6.31027651,-2.57752514,2.03245378,0.000510998943,-1
4503599845474304,11,0,0,0,0,0,5.35166502,-2.76108241,-0.859109104,0.000510998943,-1
4503599862251520,11,0,0,0,0,0,3.95936656,-8.00989437,3.26457739,0.000510998943,-1
4503599879028736,11,0,0,0,0,0,4.31085348,-3.83898258,-1.98534453,0.000510998943,-1
4503599895805952,11,0,0,0,0,0,-3.77505064,2.01799393,0.220335916,0.000510998943,-1
4503599912583168,11,0,0,0,0,0,1.09957981,-6.36773968,1.54545832,0.000510998943,-1
4503599929360384,11,0,0,0,0,0,1.36635685,0.485139132,0.0239840858,0.000510998943,-1
4503599946137600,11,0,0,0,0,0,8.89402676,2.79842234,1.51416087,0.000510998943,-1
4503599962914816,11,0,0,0,0,0,1.84785986,4.58772278,-0.394338965,0.000510998943,-1
4503599979692032,11,0,0,0,0,0,0.521789134,0.205205604,0.146408424,0.000510998943,-1
4503599996469248,11,0,0,0,0,0,3.1340611,1.30582571,0.783915877,0.000510998943,-1
4503600013246464,11,0,0,0,0,0,-6.75324011,6.47221136,-3.87285876,0.000510998943,-1
4503600030023680,11,0,0,0,0,0,-1.62944663,-3.77679563,0.95736599,0.000510998943,-1
4503600046800896,11,0,0,0,0,0,-7.82213926,-3.20034432,1.31323647,0.000510998943,-1
